Scene name,Original Tag,Corrected Tag,Num Corrections
00234-nACV8wLu1u5,"towel holder","towel bar",1
00234-nACV8wLu1u5,"trash bin","trashcan",3
00234-nACV8wLu1u5,"valve","plumbing",3
00238-j6fHrce9pHR,"blinder","blinds",4
00238-j6fHrce9pHR,"cabidet","cabinet",2
00238-j6fHrce9pHR,"cebinet","cabinet",1
00238-j6fHrce9pHR,"ceiling ","ceiling",1
00238-j6fHrce9pHR,"terrace door","door",1
00238-j6fHrce9pHR,"tiled floor","floor",11
00238-j6fHrce9pHR,"toiled","toilet",1
00238-j6fHrce9pHR,"toilet bin","trash can",1
00238-j6fHrce9pHR,"toolbox","tool box",3
00241-h6nwVLpAKQz,"tabletop","table",2
00241-h6nwVLpAKQz,"trash bin","trashcan",4
00245-741Fdj7NLF9,"door ","door",3
00245-741Fdj7NLF9,"shower head","showerhead",1
00250-U3oQjwTuMX8," wall panel","wall panel",1
00250-U3oQjwTuMX8,"terrace door","door",3
00250-U3oQjwTuMX8,"tiled floor","floor",15
00251-wsAYBFtQaL7,"bojler","boiler",1
00251-wsAYBFtQaL7,"night table","nightstand",1
00251-wsAYBFtQaL7,"terrace door","door",3
00251-wsAYBFtQaL7,"toilet bin","trash can",1
00251-wsAYBFtQaL7,"toilet plunger","plunger",1
00254-YMNvYDhK8mB,"paper shelf","shelf",4
00254-YMNvYDhK8mB,"remote","remote control",3
00254-YMNvYDhK8mB,"stack of paper","stack of papers",1
00254-YMNvYDhK8mB,"thermal mug","mug",1
00254-YMNvYDhK8mB,"trash bin","trashcan",14
00255-NGyoyh91xXJ,"kitchen countertop","kitchen counter",2
00255-NGyoyh91xXJ,"kitchen hood","range hood",1
00255-NGyoyh91xXJ,"kitchen walll","kitchen wall",1
00255-NGyoyh91xXJ,"ornament flower","flower",1
00255-NGyoyh91xXJ,"shoes","shoe",4
00255-NGyoyh91xXJ,"table vase","vase",2
00255-NGyoyh91xXJ,"toilet paper holder","toilet paper dispenser",2
00255-NGyoyh91xXJ,"toilete paper holder","toilet paper dispenser",1
00255-NGyoyh91xXJ,"wardrobe drawer","drawer",6
00255-NGyoyh91xXJ,"washbasin cabinet","wash cabinet",1
00256-92vYG1q49FY,"cupboard","cabinet",4
00256-92vYG1q49FY,"curtains","curtain",1
00256-92vYG1q49FY,"door mat","doormat",1
00256-92vYG1q49FY,"remote","remote control",2
00256-92vYG1q49FY,"teaset","tea set",1
00256-92vYG1q49FY,"teddy bear","stuffed animal",9
00256-92vYG1q49FY,"toilet paper holder","toilet paper dispenser",2
00256-92vYG1q49FY,"towel holder","towel bar",3
00256-92vYG1q49FY,"towel rod","towel bar",1
00256-92vYG1q49FY,"window bars","window",3
00258-2Pc8W48bu21,"VENTILATION","ventilation",1
00258-2Pc8W48bu21,"books","book",9
00258-2Pc8W48bu21,"door mat","doormat",1
00258-2Pc8W48bu21,"doors","door",1
00258-2Pc8W48bu21,"dryer","clothes dryer",1
00258-2Pc8W48bu21,"hood","range hood",1
00258-2Pc8W48bu21,"microweave","microwave",1
00258-2Pc8W48bu21,"motion sensor","motion detector",1
00258-2Pc8W48bu21,"night table","nightstand",2
00258-2Pc8W48bu21,"photography","photo",21
00258-2Pc8W48bu21,"remote","remote control",1
00258-2Pc8W48bu21,"shelves","shelving",6
00258-2Pc8W48bu21,"shower head","showerhead",5
00258-2Pc8W48bu21,"stripes","decoration",1
00258-2Pc8W48bu21,"teddy bear","stuffed animal",2
00258-2Pc8W48bu21,"wall controller","wall control",3
00261-fK2vEV32Lag,"","unknown",1
00261-fK2vEV32Lag,"books","book",5
00261-fK2vEV32Lag,"bootles","bottles",1
00261-fK2vEV32Lag,"detergents","detergent",3
00261-fK2vEV32Lag,"plstes","plates",1
00261-fK2vEV32Lag,"pots","pot",1
00261-fK2vEV32Lag,"toliet","toilet",1
00261-fK2vEV32Lag,"trash bin","trashcan",2
00261-fK2vEV32Lag,"windowsill","window frame",4
00262-1xGrZPxG1Hz,"","unknown",4
00262-1xGrZPxG1Hz,"blind","blinds",1
00262-1xGrZPxG1Hz,"ceiling  light","ceiling light",21
00262-1xGrZPxG1Hz,"ceiling light","ceiling lamp",7
00262-1xGrZPxG1Hz,"door ","door",4
00262-1xGrZPxG1Hz,"floor  vent","floor vent",1
00262-1xGrZPxG1Hz,"toolbox","tool box",7
00262-1xGrZPxG1Hz,"towel holder","towel bar",1
00262-1xGrZPxG1Hz,"trash bin","trashcan",1
00262-1xGrZPxG1Hz,"wall ","wall",1
00262-1xGrZPxG1Hz,"wall vent","vent",1
00262-1xGrZPxG1Hz,"window  ","window",4
00262-1xGrZPxG1Hz,"window  frame","window frame",4
00262-1xGrZPxG1Hz,"window ","window",15
00263-GGBvSFddQgs,"night table","nightstand",10
00263-GGBvSFddQgs,"terrace door","door",1
00263-GGBvSFddQgs,"toilet bin","trash can",3
00263-GGBvSFddQgs,"trash bin","trashcan",1
00267-gQ3xxshDiCz,"DVDs","dvd",6
00267-gQ3xxshDiCz,"arm chair","armchair",1
00267-gQ3xxshDiCz,"ceiling ","ceiling",1
00267-gQ3xxshDiCz,"curtain ","curtain",2
00267-gQ3xxshDiCz,"door ","door",8
00267-gQ3xxshDiCz,"toilet paper ","toilet paper",1
00267-gQ3xxshDiCz,"toilet paper holder","toilet paper dispenser",1
00267-gQ3xxshDiCz,"towel rack","towel bar",1
00267-gQ3xxshDiCz,"tv ","tv",1
00267-gQ3xxshDiCz,"window ","window",2
00269-JNiWU5TZLtt,"shelf /w clutter","shelf with clutter",4
00269-JNiWU5TZLtt,"trash bin","trashcan",6
00269-JNiWU5TZLtt,"unknown clutter","clutter",2
00269-JNiWU5TZLtt,"windowsill","window frame",17
00272-kA2nG18hCAr," clothes","clothes",1
00272-kA2nG18hCAr," table","table",1
00272-kA2nG18hCAr,"bascet","basket",7
00272-kA2nG18hCAr,"books","book",1
00272-kA2nG18hCAr,"ceiling light","ceiling lamp",12
00272-kA2nG18hCAr,"coffy table","coffee table",1
00272-kA2nG18hCAr,"door ","door",2
00272-kA2nG18hCAr,"mirror ","mirror",1
00272-kA2nG18hCAr,"night table","nightstand",3
00272-kA2nG18hCAr,"shoes","shoe",4
00272-kA2nG18hCAr,"small table","table",1
00272-kA2nG18hCAr,"toolbox","tool box",10
00272-kA2nG18hCAr,"towel holder","towel bar",5
00272-kA2nG18hCAr,"trash bin","trashcan",7
00272-kA2nG18hCAr,"tv led","tv",1
00272-kA2nG18hCAr,"unknwon","unknown",1
00272-kA2nG18hCAr,"vice","unknown",1
00272-kA2nG18hCAr,"window ","window",5
00294-PPTLa8SkUfo,"cofee table","coffee machine",2
00294-PPTLa8SkUfo,"door ","door",3
00294-PPTLa8SkUfo,"doorf rame","door frame",1
00294-PPTLa8SkUfo,"doorframe","door frame",1
00294-PPTLa8SkUfo,"mattress","bed",1
00294-PPTLa8SkUfo,"night table","nightstand",5
00294-PPTLa8SkUfo,"sink ","sink",2
00294-PPTLa8SkUfo,"small table","table",1
00294-PPTLa8SkUfo,"teddy bear","stuffed animal",2
00294-PPTLa8SkUfo,"toilet bin","trash can",1
00294-PPTLa8SkUfo,"towel rod","towel bar",1
00294-PPTLa8SkUfo,"towel shelf","shelf",2
00294-PPTLa8SkUfo,"unknown clutter","clutter",1
00299-bdp1XNEdvmW,"tiled floor","floor",3
00299-bdp1XNEdvmW,"toilet bin","trash can",2
00304-X6Pct1msZv5,"tabletop","table",1
00304-X6Pct1msZv5,"toilet bin","trash can",1
00304-X6Pct1msZv5,"tub","bathtub",1
00304-X6Pct1msZv5,"warderobe","wardrobe",5
00307-vDfkYo5VqEQ,"tiled floor","floor",2
00307-vDfkYo5VqEQ,"toilet bin","trash can",1
00307-vDfkYo5VqEQ,"towel holder","towel bar",4
00313-PE6kVEtrxtj," ceiling light","ceiling lamp",1
00313-PE6kVEtrxtj,"books","book",5
00313-PE6kVEtrxtj,"bottle of  soap","bottle of soap",2
00313-PE6kVEtrxtj,"broom stick","broomstick",1
00313-PE6kVEtrxtj,"ceiling ","ceiling",1
00313-PE6kVEtrxtj,"ceiling light ","ceiling lamp",1
00313-PE6kVEtrxtj,"ceiling light","ceiling lamp",1
00313-PE6kVEtrxtj,"door ","door",2
00313-PE6kVEtrxtj,"flower pot","flowerpot",1
00313-PE6kVEtrxtj,"image","picture",3
00313-PE6kVEtrxtj,"pile of papers","papers",2
00313-PE6kVEtrxtj,"shelf /w clutter","shelf with clutter",4
00313-PE6kVEtrxtj,"shlef","shelf",7
00313-PE6kVEtrxtj,"shoes","shoe",1
00313-PE6kVEtrxtj,"shower utensill","shower utensil",2
00313-PE6kVEtrxtj,"suitcase","luggage",1
00313-PE6kVEtrxtj,"tabletop trinket","trinket",1
00313-PE6kVEtrxtj,"terrace door","door",2
00313-PE6kVEtrxtj,"toilet paper holder","toilet paper dispenser",1
00313-PE6kVEtrxtj,"towel bar shelf","shelf",1
00313-PE6kVEtrxtj,"towel hanger","towel bar",1
00313-PE6kVEtrxtj,"towel holder","towel bar",1
00313-PE6kVEtrxtj,"vaccum cleaner","vacuum cleaner",1
00313-PE6kVEtrxtj,"valve","plumbing",1
00313-PE6kVEtrxtj,"wall  lamp","wall lamp",1
00313-PE6kVEtrxtj,"washbasin ","washbasin",1
00313-PE6kVEtrxtj,"washbasin cabinet","wash cabinet",1
00313-PE6kVEtrxtj,"windowsill","window frame",6
00323-yHLr6bvWsVm,"chest drawers","chest of drawers",1
00323-yHLr6bvWsVm,"refrigearator","refrigerator",1
00323-yHLr6bvWsVm,"small table","table",1
00323-yHLr6bvWsVm,"tablecloth","table cloth",1
00323-yHLr6bvWsVm,"toilet bin","trash can",2
00323-yHLr6bvWsVm,"trash bin","trashcan",1
00323-yHLr6bvWsVm,"unknown kitchen stuff","unknown",1
00324-DoSbsoo4EAg,"image","picture",1
00324-DoSbsoo4EAg,"toilet paper holder","toilet paper dispenser",1
00324-DoSbsoo4EAg,"toilet plunger","plunger",1
00324-DoSbsoo4EAg,"toilet sink","sink",1
00324-DoSbsoo4EAg,"towel holder","towel bar",2
00326-u9rPN5cHWBg,"art work","artwork",1
00326-u9rPN5cHWBg,"books","book",66
00326-u9rPN5cHWBg,"breifcase","briefcase",1
00326-u9rPN5cHWBg,"coffe table","coffee table",1
00326-u9rPN5cHWBg,"documents","document",2
00326-u9rPN5cHWBg,"door  hinge","door hinge",1
00326-u9rPN5cHWBg,"door ","door",2
00326-u9rPN5cHWBg,"door mat","doormat",1
00326-u9rPN5cHWBg,"doorframe","door frame",2
00326-u9rPN5cHWBg,"flower pot","flowerpot",14
00326-u9rPN5cHWBg,"night table","nightstand",3
00326-u9rPN5cHWBg,"shelf /w clutter","shelf with clutter",3
00326-u9rPN5cHWBg,"shelve","shelf",1
00326-u9rPN5cHWBg,"shlef","shelf",2
00326-u9rPN5cHWBg,"shoes","shoe",6
00326-u9rPN5cHWBg,"shower head","showerhead",1
00326-u9rPN5cHWBg,"table tray","tray",1
00326-u9rPN5cHWBg,"tiling","tiles",1
00326-u9rPN5cHWBg,"toilet paper holder","toilet paper dispenser",3
00326-u9rPN5cHWBg,"towel holder","towel bar",6
00326-u9rPN5cHWBg,"towel shelf","shelf",1
00326-u9rPN5cHWBg,"unknown kitchen stuff","unknown",5
00326-u9rPN5cHWBg,"video cassette","cassette",4
00326-u9rPN5cHWBg,"wall ","wall",2
00326-u9rPN5cHWBg,"wall hanging organizer","wall hanger",1
00326-u9rPN5cHWBg,"washbasin ","washbasin",1
00326-u9rPN5cHWBg,"washbasin cabinet","wash cabinet",1
00326-u9rPN5cHWBg,"window blinds","blinds",1
00326-u9rPN5cHWBg,"window shades","window shade",1
00327-xgLmjqzoAzF,"teddy bear","stuffed animal",1
00327-xgLmjqzoAzF,"terrace door","door",1
00327-xgLmjqzoAzF,"tiled floor","floor",1
00327-xgLmjqzoAzF,"toilet bin","trash can",1
00327-xgLmjqzoAzF,"toolbox","tool box",9
00327-xgLmjqzoAzF,"towel holder","towel bar",1
00327-xgLmjqzoAzF,"trash bin","trashcan",7
00327-xgLmjqzoAzF,"unknown wall","wall",1
00327-xgLmjqzoAzF,"windoe frame","window frame",1
00327-xgLmjqzoAzF,"window ","window",2
00330-WhNyDTnd9g5,"door ","door",8
00330-WhNyDTnd9g5,"towel rod","towel bar",3
00330-WhNyDTnd9g5,"window ","window",1
00366-fxbzYAGkrtm," doorframe","door frame",1
00366-fxbzYAGkrtm,"device ","device",1
00366-fxbzYAGkrtm,"door ","door",6
00366-fxbzYAGkrtm,"lamp ","lamp",1
00366-fxbzYAGkrtm,"tabletop","table",3
00366-fxbzYAGkrtm,"trash bin","trashcan",1
00366-fxbzYAGkrtm,"wardobe","wardrobe",1
00366-fxbzYAGkrtm,"window ","window",2
00378-DqJKU7YU7dA,"candles","candle",2
00378-DqJKU7YU7dA,"curtain ","curtain",2
00378-DqJKU7YU7dA,"documents","document",4
00378-DqJKU7YU7dA,"files","file",3
00378-DqJKU7YU7dA,"fireplace ","fireplace",1
00378-DqJKU7YU7dA,"foot rest","footrest",1
00378-DqJKU7YU7dA,"kitchen utensils","kitchen utensil",1
00378-DqJKU7YU7dA,"office utensils","utensil",5
00378-DqJKU7YU7dA,"player","music player",1
00378-DqJKU7YU7dA,"stack of book","stack of books",1
00378-DqJKU7YU7dA,"tisse box","tissue box",1
00378-DqJKU7YU7dA,"toilet paper holder","toilet paper dispenser",4
00378-DqJKU7YU7dA,"towel holder","towel bar",1
00378-DqJKU7YU7dA,"trash bin","trashcan",6
00378-DqJKU7YU7dA,"unknwon","unknown",1
00382-S7uMvxjBVZq,"books","book",1
00382-S7uMvxjBVZq,"box /w books","box with books",1
00382-S7uMvxjBVZq,"chiar","chair",1
00382-S7uMvxjBVZq,"glasses ","glasses",1
00382-S7uMvxjBVZq,"night table","nightstand",4
00382-S7uMvxjBVZq,"shoes","shoe",17
00382-S7uMvxjBVZq,"toilet paper holder","toilet paper dispenser",1
00382-S7uMvxjBVZq,"towel holder","towel bar",3
00382-S7uMvxjBVZq,"trash bin","trashcan",1
00384-ceJTwFNjqCt,"Tambourine","tambourine",1
00384-ceJTwFNjqCt,"amp","amplifier",13
00384-ceJTwFNjqCt,"book shelf","bookshelf",1
00384-ceJTwFNjqCt,"books","book",25
00384-ceJTwFNjqCt,"brtochure","brochure",4
00384-ceJTwFNjqCt,"ceiling air vent","ceiling vent",15
00384-ceJTwFNjqCt,"ceiling chasis","ceiling chassis",1
00384-ceJTwFNjqCt,"drums","drum",6
00384-ceJTwFNjqCt,"electric drums","electric drum",1
00384-ceJTwFNjqCt,"electric guitar pack","electric guitar",2
00384-ceJTwFNjqCt,"guitar amplifier","amplifier",10
00384-ceJTwFNjqCt,"guitar box","amplifier",1
00384-ceJTwFNjqCt,"guitar case suit","guitar case cover",2
00384-ceJTwFNjqCt,"keyboard ","keyboard",1
00384-ceJTwFNjqCt,"keyboard case suit","keyboard cover",1
00384-ceJTwFNjqCt,"magazines, albums","magazines",26
00384-ceJTwFNjqCt,"magazines, albums, bookshelf","magazines",1
00384-ceJTwFNjqCt,"magazines, books and albums","magazines",24
00384-ceJTwFNjqCt,"magic marker ","magic marker",2
00384-ceJTwFNjqCt,"microphone accesory","microphone accessory",1
00384-ceJTwFNjqCt,"midi keyboard","keyboard piano",1
00384-ceJTwFNjqCt,"music stand","music equipment stand",5
00384-ceJTwFNjqCt,"piano lower part","piano",1
00384-ceJTwFNjqCt,"prduct box","product box",1
00384-ceJTwFNjqCt,"product box ","product box",1
00384-ceJTwFNjqCt,"public tap","drinking fountain",2
00384-ceJTwFNjqCt,"stack of t shirts","stack of t-shirts",1
00384-ceJTwFNjqCt,"stricker book","book",2
00384-ceJTwFNjqCt,"support stand","stand",1
00384-ceJTwFNjqCt,"switches","switch",1
00384-ceJTwFNjqCt,"t shirt","t-shirt",1
00384-ceJTwFNjqCt,"trumpet stand","stand",1
00384-ceJTwFNjqCt,"unknown device","unknown",1
00384-ceJTwFNjqCt,"unknown/ probably air vent fan","fan",1
00384-ceJTwFNjqCt,"unknown/ probably clothes","clothes",1
00384-ceJTwFNjqCt,"unknown/ probably drums","drum",1
00384-ceJTwFNjqCt,"unknown/ probably fire alarm","fire alarm",1
00384-ceJTwFNjqCt,"unknown/ probably stand","stand",1
00384-ceJTwFNjqCt,"vent pipe","pipe",1
00384-ceJTwFNjqCt,"window ","window",1
00386-b3WpMbPFB6q,"CHAIR","chair",1
00386-b3WpMbPFB6q,"WALL","wall",1
00386-b3WpMbPFB6q,"bed lamp","bedside lamp",2
00386-b3WpMbPFB6q,"ceiling/ wall west","ceiling/west wall",1
00386-b3WpMbPFB6q,"ceiling/ west wall","ceiling/west wall",10
00386-b3WpMbPFB6q,"decorayion","decoration",1
00386-b3WpMbPFB6q,"diplom","diploma",1
00386-b3WpMbPFB6q,"door ","door",2
00386-b3WpMbPFB6q,"foor lamp","floor lamp",1
00386-b3WpMbPFB6q,"oven hood","range hood",1
00386-b3WpMbPFB6q,"remote controller","remote control",2
00386-b3WpMbPFB6q,"shedule","schedule",1
00386-b3WpMbPFB6q,"strands","strings",5
00386-b3WpMbPFB6q,"tissues","tissue",1
00386-b3WpMbPFB6q,"towel hanger","towel bar",2
00386-b3WpMbPFB6q,"towel holder","towel bar",4
00386-b3WpMbPFB6q,"toy airplane","toy",1
00386-b3WpMbPFB6q,"track","toy",1
00386-b3WpMbPFB6q,"unknown/ probably candle stand","candle",2
00386-b3WpMbPFB6q,"unknown/ probably casket","casket",1
00386-b3WpMbPFB6q,"unknown/ probably clothes","clothes",1
00386-b3WpMbPFB6q,"unknown/ probably coffee machine","coffee machine",1
00386-b3WpMbPFB6q,"unknown/ probably cosmetics","cosmetics",1
00386-b3WpMbPFB6q,"unknown/ probably fire detector","smoke detector",6
00386-b3WpMbPFB6q,"unknown/ probably home theater player","tv",1
00386-b3WpMbPFB6q,"unknown/ probably notebook","notebook",1
00386-b3WpMbPFB6q,"unknown/ probably wall lamp","wall lamp",1
00386-b3WpMbPFB6q,"wash basin cabinet","wash cabinet",1
00386-b3WpMbPFB6q,"washbasin cabinet","wash cabinet",4
00388-pcpn6mFqFCg," clothes rack","clothes rack",1
00388-pcpn6mFqFCg,"cupboard","cabinet",6
00388-pcpn6mFqFCg,"doorframe","door frame",3
00388-pcpn6mFqFCg,"noticeboard","note board",2
00388-pcpn6mFqFCg,"remote","remote control",3
00388-pcpn6mFqFCg,"teddy bear","stuffed animal",20
00388-pcpn6mFqFCg,"towel rack","towel bar",3
00388-pcpn6mFqFCg,"wind chime","decoration",1
00397-ZNanfzgCdm3,"carboard box","cardboard box",1
00397-ZNanfzgCdm3,"coffe machine","coffee machine",1
00397-ZNanfzgCdm3,"door ","door",4
00397-ZNanfzgCdm3,"floor ","floor",1
00397-ZNanfzgCdm3,"hood","range hood",1
00397-ZNanfzgCdm3,"toilet paper holder","toilet paper dispenser",1
00397-ZNanfzgCdm3,"towel holder","towel bar",1
00397-ZNanfzgCdm3,"trash bin","trashcan",1
00397-ZNanfzgCdm3,"wall ","wall",1
00397-ZNanfzgCdm3,"window ","window",1
00401-H8rQCnvBgo6,"door ","door",1
00401-H8rQCnvBgo6,"kitchen cabinet ","kitchen cabinet",1
00401-H8rQCnvBgo6,"mircowave","microwave",1
00401-H8rQCnvBgo6,"shower head","showerhead",1
00401-H8rQCnvBgo6,"toilet plunger","plunger",1
00401-H8rQCnvBgo6,"towels","towel",4
00401-H8rQCnvBgo6,"tv cabinet","tv stand",1
00401-H8rQCnvBgo6,"washbasin cabinet","wash cabinet",2
00401-H8rQCnvBgo6,"washing liquid","detergent",1
00401-H8rQCnvBgo6,"window sill","window frame",3
00404-QN2dRqwd84J,"books","book",11
00404-QN2dRqwd84J,"jewlery box","jewelry box",2
00404-QN2dRqwd84J,"kitchen countertop","kitchen counter",2
00404-QN2dRqwd84J,"power outlet","outlet",1
00404-QN2dRqwd84J,"teddy bear","stuffed animal",1
00404-QN2dRqwd84J,"towels","towel",6
00404-QN2dRqwd84J,"wall  clock","wall clock",1
00404-QN2dRqwd84J,"wall corridor","wall",1
00407-NPHxDe6VeCc,"ceiling  ","ceiling",1
00407-NPHxDe6VeCc,"ceiling  lamp","ceiling lamp",4
00407-NPHxDe6VeCc,"ceiling  light","ceiling light",51
00407-NPHxDe6VeCc,"ceiling ","ceiling",1
00407-NPHxDe6VeCc,"ceiling light","ceiling lamp",48
00407-NPHxDe6VeCc,"curtain ","curtain",2
00407-NPHxDe6VeCc,"door  ","door",1
00407-NPHxDe6VeCc,"door  frame","door frame",2
00407-NPHxDe6VeCc,"door ","door",3
00407-NPHxDe6VeCc,"floor  mat","floor mat",1
00407-NPHxDe6VeCc,"mat floor","mat",1
00407-NPHxDe6VeCc,"small table","table",3
00407-NPHxDe6VeCc,"trash  bin","trashcan",1
00407-NPHxDe6VeCc,"trash bin","trashcan",3
00407-NPHxDe6VeCc,"wall ","wall",4
00407-NPHxDe6VeCc,"window  frame","window frame",3
00407-NPHxDe6VeCc,"window ","window",12
00407-NPHxDe6VeCc,"windows frame ","window frame",1
00407-NPHxDe6VeCc,"windows frame","window frame",3
00407-NPHxDe6VeCc,"winndow  ","window",4
00407-NPHxDe6VeCc,"winndow  frame","window frame",2
00410-v7DzfFFEpsD," fireplace wall","fireplace wall",1
00410-v7DzfFFEpsD,"calander","calendar",1
00410-v7DzfFFEpsD,"doorframe","door frame",38
00410-v7DzfFFEpsD,"remote","remote control",4
00410-v7DzfFFEpsD,"teddy bear","stuffed animal",4
00410-v7DzfFFEpsD,"tin","box",2
00410-v7DzfFFEpsD,"towel box","box",1
00414-77mMEyxhs44," door knob","door knob",1
00414-77mMEyxhs44,"TABLE","table",1
00414-77mMEyxhs44,"balk","ball",1
00414-77mMEyxhs44,"books","book",9
00414-77mMEyxhs44,"candle ","candle",1
00414-77mMEyxhs44,"cats toilet","cat toilet",1
00414-77mMEyxhs44,"ceiling lamp ","ceiling lamp",2
00414-77mMEyxhs44,"ceiling llower","ceiling lower",1
00414-77mMEyxhs44,"door ","door",3
00414-77mMEyxhs44,"fireplace ","fireplace",1
00414-77mMEyxhs44,"framed photo","photo",1
00414-77mMEyxhs44,"framed photos","photos",2
00414-77mMEyxhs44,"framed picture","picture",5
00414-77mMEyxhs44,"guitar amp","amplifier",1
00414-77mMEyxhs44,"kitchen cabinet ","kitchen cabinet",2
00414-77mMEyxhs44,"kitchen sitting ","kitchen seating",1
00414-77mMEyxhs44,"kitchen stuff","clutter",8
00414-77mMEyxhs44,"kitchen utensils","kitchen utensil",1
00414-77mMEyxhs44,"miocrowave","microwave",1
00414-77mMEyxhs44,"mirror ","mirror",1
00414-77mMEyxhs44,"mirror stand","mirror",1
00414-77mMEyxhs44,"player","music player",2
00414-77mMEyxhs44,"puppet cat","puppet",1
00414-77mMEyxhs44,"stove utensil","utensil",2
00414-77mMEyxhs44,"stove utensils","utensil",1
00414-77mMEyxhs44,"suitcase","luggage",2
00414-77mMEyxhs44,"sweets bowl","bowl",1
00414-77mMEyxhs44,"towels","towel",4
00414-77mMEyxhs44,"toy cars","toy",1
00414-77mMEyxhs44,"toys","toy",1
00414-77mMEyxhs44,"tv cabinet","tv stand",1
00414-77mMEyxhs44,"tv table","tv stand",1
00414-77mMEyxhs44,"unknown device","unknown",1
00414-77mMEyxhs44,"unknown stuff","unknown",1
00414-77mMEyxhs44,"unknown/ a pie? ","food",1
00414-77mMEyxhs44,"unknown/ bin? ","bin",1
00414-77mMEyxhs44,"unknown/ probably candle","candle",2
00414-77mMEyxhs44,"unknown/ probably candles","candle",1
00414-77mMEyxhs44,"unknown/ probably clock","clock",1
00414-77mMEyxhs44,"unknown/ probably cookies","food",1
00414-77mMEyxhs44,"unknown/ probably drum","drum",1
00414-77mMEyxhs44,"unknown/ probably fire detector","smoke detector",3
00414-77mMEyxhs44,"unknown/ probably framed picture","picture",1
00414-77mMEyxhs44,"unknown/ probably liquid soap","soap",2
00414-77mMEyxhs44,"unknown/ probably rug","rug",1
00414-77mMEyxhs44,"unknown/ probably sitting pillow","pillow",1
00414-77mMEyxhs44,"unknown/ probably soap","soap",1
00414-77mMEyxhs44,"unknown/ probably washing soap","soap",1
00414-77mMEyxhs44,"unknown/","unknown",1
00414-77mMEyxhs44,"wall decoration","picture",1
00414-77mMEyxhs44,"washbasin cabinet","wash cabinet",2
00414-77mMEyxhs44,"window ","window",4
00414-77mMEyxhs44,"windowsil","window frame",2
00414-77mMEyxhs44,"windowsill","window frame",2
00417-nGhNxKrgBPb,"doorframe","door frame",21
00417-nGhNxKrgBPb,"peinting","painting",1
00417-nGhNxKrgBPb,"table vase","vase",3
00417-nGhNxKrgBPb,"towel basket","basket",1
00422-8wJuSPJ9FXG,"books","book",1
00422-8wJuSPJ9FXG,"nighstand","nightstand",2
00422-8wJuSPJ9FXG,"shower head","showerhead",1
00422-8wJuSPJ9FXG,"small table","table",2
00422-8wJuSPJ9FXG,"table clutter","clutter",1
00422-8wJuSPJ9FXG,"tablecloth","table cloth",1
00422-8wJuSPJ9FXG,"tiled floor","floor",1
00422-8wJuSPJ9FXG,"towel rod","towel bar",2
00422-8wJuSPJ9FXG,"towels in a basket","basket",1
00422-8wJuSPJ9FXG,"trash bin","trashcan",1
00434-L5QEsaVqwrY,"books","book",12
00434-L5QEsaVqwrY,"cushiom","cushion",7
00434-L5QEsaVqwrY,"door ","door",1
00434-L5QEsaVqwrY,"outside","unknown",1
00434-L5QEsaVqwrY,"shoes","shoe",12
00434-L5QEsaVqwrY,"terrace door","door",5
00434-L5QEsaVqwrY,"towels","towel",3
00434-L5QEsaVqwrY,"trash bin","trashcan",1
00434-L5QEsaVqwrY,"wall TV","wall tv",1
00440-wPLokgvCnuk,"doorframe","door frame",8
00440-wPLokgvCnuk,"remote","remote control",2
00444-sX9xad6ULKc,"door ","door",3
00444-sX9xad6ULKc,"tiled floor","floor",1
00444-sX9xad6ULKc,"window ","window",4
00463-URjpCob8MGw,"Bookshelf","bookshelf",1
00463-URjpCob8MGw,"Floor","floor",1
00463-URjpCob8MGw,"bathtube","bathtub",1
00463-URjpCob8MGw,"coffe table","coffee table",1
00463-URjpCob8MGw,"paintning","painting",2
00463-URjpCob8MGw,"paper ","paper",1
00463-URjpCob8MGw,"phillar","pillar",2
00463-URjpCob8MGw,"toilet ","toilet",1
00463-URjpCob8MGw,"toilet bowl brush holder","toilet brush holder",1
00463-URjpCob8MGw,"toilet paper holder","toilet paper dispenser",1
00463-URjpCob8MGw,"toilet sink","sink",2
00463-URjpCob8MGw,"trash bin","trashcan",4
00463-URjpCob8MGw,"wardobe","wardrobe",1
00463-URjpCob8MGw,"washer dryer","washer-dryer",1
00466-xAHnY3QzFUN,"books","book",3
00466-xAHnY3QzFUN,"door ","door",4
00466-xAHnY3QzFUN,"framed picture","picture",2
00466-xAHnY3QzFUN,"psinting","painting",1
00466-xAHnY3QzFUN,"shoes","shoe",1
00466-xAHnY3QzFUN,"toilet paper holder","toilet paper dispenser",2
00466-xAHnY3QzFUN,"towel hanger","towel bar",1
00466-xAHnY3QzFUN,"towel holder","towel bar",1
00466-xAHnY3QzFUN,"towels","towel",1
00466-xAHnY3QzFUN,"tv ","tv",1
00466-xAHnY3QzFUN,"tv cabinet","tv stand",1
00466-xAHnY3QzFUN,"unknown/ probably a book","book",1
00466-xAHnY3QzFUN,"unknown/ probably attic entrance","door",1
00466-xAHnY3QzFUN,"unknown/ probably fire detector","smoke detector",1
00466-xAHnY3QzFUN,"unknown/ probably framed picture","picture",2
00466-xAHnY3QzFUN,"unknown/ probably jar","jar",2
00466-xAHnY3QzFUN,"unknown/ probably scarf","scarf",1
00466-xAHnY3QzFUN,"washbasin ","washbasin",2
00466-xAHnY3QzFUN,"washbasin cabinet","wash cabinet",2
